filename,true_label,predicted,risk_score,is_correct,language
ai_bn_019.wav,AI,AI_DETECTED,0.9,True,bn
ai_bn_020.wav,AI,AI_DETECTED,0.9,True,bn
ai_en_001.wav,AI,AI_DETECTED,0.9,True,en
ai_en_002.wav,AI,AI_DETECTED,0.9,True,en
ai_en_003.wav,AI,AI_DETECTED,0.9,True,en
ai_en_004.wav,AI,AI_DETECTED,0.9,True,en
ai_en_005.wav,AI,AI_DETECTED,0.9,True,en
ai_en_006.wav,AI,AI_DETECTED,0.9,True,en
ai_en_007.wav,AI,AI_DETECTED,0.9,True,en
ai_en_008.wav,AI,AI_DETECTED,0.9,True,en
ai_en_009.wav,AI,AI_DETECTED,0.9,True,en
ai_en_010.wav,AI,AI_DETECTED,0.9,True,en
ai_en_011.wav,AI,AI_DETECTED,0.9,True,en
ai_en_012.wav,AI,AI_DETECTED,0.9,True,en
ai_en_013.wav,AI,AI_DETECTED,0.9,True,en
ai_en_014.wav,AI,AI_DETECTED,0.9,True,en
ai_en_015.wav,AI,AI_DETECTED,0.9,True,en
ai_en_016.wav,AI,AI_DETECTED,0.612,True,en
ai_en_017.wav,AI,AI_DETECTED,0.9,True,en
ai_en_018.wav,AI,AI_DETECTED,0.8467,True,en
ai_en_019.wav,AI,AI_DETECTED,0.9,True,en
ai_en_020.wav,AI,AI_DETECTED,0.9,True,en
ai_en_021.wav,AI,AI_DETECTED,0.804,True,en
ai_en_022.wav,AI,AI_DETECTED,0.9,True,en
ai_en_023.wav,AI,AI_DETECTED,0.8253,True,en
ai_en_024.wav,AI,AI_SUSPECTED,0.4627,True,en
ai_en_025.wav,AI,AI_DETECTED,0.9,True,en
ai_en_026.wav,AI,AI_DETECTED,0.8467,True,en
ai_en_027.wav,AI,AI_DETECTED,0.9,True,en
ai_en_028.wav,AI,AI_DETECTED,0.9,True,en
ai_en_029.wav,AI,AI_DETECTED,0.868,True,en
ai_en_030.wav,AI,AI_DETECTED,0.9,True,en
ai_en_031.wav,AI,AI_DETECTED,0.9,True,en
ai_en_032.wav,AI,AI_DETECTED,0.74,True,en
ai_en_033.wav,AI,AI_DETECTED,0.9,True,en
ai_en_034.wav,AI,AI_DETECTED,0.8893,True,en
ai_en_035.wav,AI,AI_DETECTED,0.9,True,en
ai_en_036.wav,AI,AI_DETECTED,0.9,True,en
ai_en_037.wav,AI,AI_DETECTED,0.7187,True,en
ai_en_038.wav,AI,AI_DETECTED,0.9,True,en
ai_en_039.wav,AI,AI_DETECTED,0.9004,True,en
ai_en_040.wav,AI,AI_DETECTED,0.7827,True,en
ai_en_041.wav,AI,AI_DETECTED,0.9,True,en
ai_en_042.wav,AI,AI_DETECTED,0.9,True,en
ai_en_043.wav,AI,AI_DETECTED,0.9,True,en
ai_en_044.wav,AI,AI_DETECTED,0.9,True,en
ai_en_045.wav,AI,AI_DETECTED,0.9,True,en
ai_en_046.wav,AI,AI_DETECTED,0.9,True,en
ai_en_047.wav,AI,AI_DETECTED,0.9,True,en
ai_en_048.wav,AI,AI_DETECTED,0.8467,True,en
ai_en_049.wav,AI,AI_DETECTED,0.9,True,en
ai_en_050.wav,AI,AI_DETECTED,0.9,True,en
ai_en_051.wav,AI,AI_DETECTED,0.9,True,en
ai_en_052.wav,AI,AI_DETECTED,0.9,True,en
ai_en_053.wav,AI,AI_DETECTED,0.9,True,en
ai_en_054.wav,AI,AI_DETECTED,0.9,True,en
ai_en_055.wav,AI,AI_DETECTED,0.9,True,en
ai_en_056.wav,AI,AI_SUSPECTED,0.5907,True,en
ai_en_057.wav,AI,AI_DETECTED,0.9,True,en
ai_en_058.wav,AI,AI_DETECTED,0.8467,True,en
ai_en_059.wav,AI,AI_DETECTED,0.9,True,en
ai_en_060.wav,AI,AI_DETECTED,0.9,True,en
ai_en_061.wav,AI,AI_DETECTED,0.8253,True,en
ai_en_062.wav,AI,AI_DETECTED,0.9,True,en
ai_en_063.wav,AI,AI_DETECTED,0.9,True,en
ai_en_064.wav,AI,AI_SUSPECTED,0.3773,True,en
ai_en_065.wav,AI,AI_DETECTED,0.9,True,en
ai_en_066.wav,AI,AI_DETECTED,0.8253,True,en
ai_en_067.wav,AI,AI_DETECTED,0.9,True,en
ai_en_068.wav,AI,AI_DETECTED,0.9,True,en
ai_en_069.wav,AI,AI_DETECTED,0.868,True,en
ai_en_070.wav,AI,AI_DETECTED,0.9,True,en
ai_en_071.wav,AI,AI_DETECTED,0.9,True,en
ai_en_072.wav,AI,AI_DETECTED,0.7187,True,en
ai_en_073.wav,AI,AI_DETECTED,0.9,True,en
ai_en_074.wav,AI,AI_DETECTED,0.8893,True,en
ai_en_075.wav,AI,AI_DETECTED,0.9,True,en
ai_en_076.wav,AI,AI_DETECTED,0.9,True,en
ai_en_077.wav,AI,AI_DETECTED,0.74,True,en
ai_en_078.wav,AI,AI_DETECTED,0.9,True,en
ai_en_079.wav,AI,AI_DETECTED,0.9005,True,en
ai_en_080.wav,AI,AI_DETECTED,0.7827,True,en
ai_en_081.wav,AI,AI_DETECTED,0.9,True,en
ai_en_082.wav,AI,AI_DETECTED,0.9,True,en
ai_en_083.wav,AI,AI_DETECTED,0.9,True,en
ai_en_084.wav,AI,AI_DETECTED,0.9,True,en
ai_en_085.wav,AI,AI_DETECTED,0.9,True,en
ai_en_086.wav,AI,AI_DETECTED,0.9,True,en
ai_en_087.wav,AI,AI_DETECTED,0.9,True,en
ai_en_088.wav,AI,AI_DETECTED,0.9,True,en
ai_en_089.wav,AI,AI_DETECTED,0.9,True,en
ai_en_090.wav,AI,AI_DETECTED,0.9,True,en
ai_en_091.wav,AI,AI_DETECTED,0.9,True,en
ai_en_092.wav,AI,AI_DETECTED,0.9,True,en
ai_en_093.wav,AI,AI_DETECTED,0.8467,True,en
ai_en_094.wav,AI,AI_DETECTED,0.9,True,en
ai_en_095.wav,AI,AI_DETECTED,0.9,True,en
ai_en_096.wav,AI,AI_SUSPECTED,0.5907,True,en
ai_en_097.wav,AI,AI_DETECTED,0.9,True,en
ai_en_098.wav,AI,AI_DETECTED,0.8253,True,en
ai_en_099.wav,AI,AI_DETECTED,0.9,True,en
ai_en_100.wav,AI,AI_DETECTED,0.9,True,en
ai_en_101.wav,AI,AI_DETECTED,0.9,True,en
ai_en_102.wav,AI,AI_DETECTED,0.7827,True,en
ai_en_103.wav,AI,AI_DETECTED,0.9,True,en
ai_en_104.wav,AI,AI_DETECTED,0.9,True,en
ai_en_105.wav,AI,AI_DETECTED,0.9,True,en
ai_en_106.wav,AI,AI_DETECTED,0.9,True,en
ai_en_107.wav,AI,AI_DETECTED,0.9,True,en
ai_en_108.wav,AI,AI_DETECTED,0.8253,True,en
ai_en_109.wav,AI,AI_DETECTED,0.9,True,en
ai_en_110.wav,AI,AI_DETECTED,0.9,True,en
ai_en_111.wav,AI,AI_DETECTED,0.9,True,en
ai_en_112.wav,AI,AI_DETECTED,0.9,True,en
ai_en_113.wav,AI,AI_DETECTED,0.9,True,en
ai_en_114.wav,AI,AI_DETECTED,0.868,True,en
ai_en_115.wav,AI,AI_DETECTED,0.9,True,en
ai_en_116.wav,AI,AI_DETECTED,0.9,True,en
ai_en_117.wav,AI,AI_DETECTED,0.9,True,en
ai_en_118.wav,AI,AI_DETECTED,0.9,True,en
ai_en_119.wav,AI,AI_DETECTED,0.9,True,en
ai_en_120.wav,AI,AI_DETECTED,0.8467,True,en
ai_en_121.wav,AI,AI_DETECTED,0.9,True,en
ai_en_122.wav,AI,AI_DETECTED,0.9,True,en
ai_en_123.wav,AI,AI_DETECTED,0.9,True,en
ai_en_124.wav,AI,AI_DETECTED,0.9,True,en
ai_en_125.wav,AI,AI_DETECTED,0.9,True,en
ai_en_126.wav,AI,AI_DETECTED,0.8467,True,en
ai_en_127.wav,AI,AI_DETECTED,0.9,True,en
ai_en_128.wav,AI,AI_DETECTED,0.9,True,en
ai_en_129.wav,AI,AI_DETECTED,0.9,True,en
ai_en_130.wav,AI,AI_DETECTED,0.9,True,en
ai_gu_001.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_002.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_003.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_004.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_005.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_006.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_007.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_008.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_009.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_010.wav,AI,AI_DETECTED,0.9001,True,gu
ai_gu_011.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_012.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_013.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_014.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_015.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_016.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_017.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_018.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_019.wav,AI,AI_DETECTED,0.9,True,gu
ai_gu_020.wav,AI,AI_DETECTED,0.9,True,gu
ai_hi_001.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_002.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_003.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_004.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_005.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_006.wav,AI,AI_DETECTED,0.868,True,hi
ai_hi_007.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_008.wav,AI,AI_DETECTED,0.8275,True,hi
ai_hi_009.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_010.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_011.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_012.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_013.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_014.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_015.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_016.wav,AI,AI_DETECTED,0.8467,True,hi
ai_hi_017.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_018.wav,AI,AI_DETECTED,0.9026,True,hi
ai_hi_019.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_020.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_021.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_022.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_023.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_024.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_025.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_026.wav,AI,AI_DETECTED,0.868,True,hi
ai_hi_027.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_028.wav,AI,AI_DETECTED,0.8063,True,hi
ai_hi_029.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_030.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_031.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_032.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_033.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_034.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_035.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_036.wav,AI,AI_DETECTED,0.868,True,hi
ai_hi_037.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_038.wav,AI,AI_DETECTED,0.8921,True,hi
ai_hi_039.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_040.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_041.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_042.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_043.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_044.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_045.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_046.wav,AI,AI_DETECTED,0.868,True,hi
ai_hi_047.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_048.wav,AI,AI_DETECTED,0.8488,True,hi
ai_hi_049.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_050.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_051.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_052.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_053.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_054.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_055.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_056.wav,AI,AI_DETECTED,0.8893,True,hi
ai_hi_057.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_058.wav,AI,AI_DETECTED,0.8275,True,hi
ai_hi_059.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_060.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_061.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_062.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_063.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_064.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_065.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_066.wav,AI,AI_DETECTED,0.8467,True,hi
ai_hi_067.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_068.wav,AI,AI_DETECTED,0.8708,True,hi
ai_hi_069.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_070.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_071.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_072.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_073.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_074.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_075.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_076.wav,AI,AI_DETECTED,0.8467,True,hi
ai_hi_077.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_078.wav,AI,AI_DETECTED,0.8277,True,hi
ai_hi_079.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_080.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_081.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_082.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_083.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_084.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_085.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_086.wav,AI,AI_DETECTED,0.868,True,hi
ai_hi_087.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_088.wav,AI,AI_DETECTED,0.8709,True,hi
ai_hi_089.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_090.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_091.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_092.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_093.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_094.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_095.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_096.wav,AI,AI_DETECTED,0.868,True,hi
ai_hi_097.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_098.wav,AI,AI_DETECTED,0.8276,True,hi
ai_hi_099.wav,AI,AI_DETECTED,0.9,True,hi
ai_hi_100.wav,AI,AI_DETECTED,0.9,True,hi
ai_kn_001.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_002.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_003.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_004.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_005.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_006.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_007.wav,AI,AI_DETECTED,0.804,True,kn
ai_kn_008.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_009.wav,AI,AI_DETECTED,0.7827,True,kn
ai_kn_010.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_011.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_012.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_013.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_014.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_015.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_016.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_017.wav,AI,AI_DETECTED,0.804,True,kn
ai_kn_018.wav,AI,AI_DETECTED,0.9,True,kn
ai_kn_019.wav,AI,AI_DETECTED,0.7827,True,kn
ai_kn_020.wav,AI,AI_DETECTED,0.9,True,kn
ai_ml_001.wav,AI,AI_DETECTED,0.74,True,ml
ai_ml_002.wav,AI,AI_DETECTED,0.9,True,ml
ai_ml_003.wav,AI,AI_DETECTED,0.676,True,ml
ai_ml_004.wav,AI,AI_DETECTED,0.9,True,ml
ai_ml_005.wav,AI,AI_DETECTED,0.7827,True,ml
ai_ml_006.wav,AI,AI_DETECTED,0.9,True,ml
ai_ml_007.wav,AI,AI_DETECTED,0.7613,True,ml
ai_ml_008.wav,AI,AI_DETECTED,0.7613,True,ml
ai_ml_009.wav,AI,AI_DETECTED,0.676,True,ml
ai_ml_010.wav,AI,AI_DETECTED,0.9,True,ml
ai_ml_011.wav,AI,AI_DETECTED,0.7187,True,ml
ai_ml_012.wav,AI,AI_DETECTED,0.9,True,ml
ai_ml_013.wav,AI,AI_DETECTED,0.6547,True,ml
ai_ml_014.wav,AI,AI_DETECTED,0.9,True,ml
ai_ml_015.wav,AI,AI_DETECTED,0.7827,True,ml
ai_ml_016.wav,AI,AI_DETECTED,0.9,True,ml
ai_ml_017.wav,AI,AI_DETECTED,0.7827,True,ml
ai_ml_018.wav,AI,AI_DETECTED,0.804,True,ml
ai_ml_019.wav,AI,AI_DETECTED,0.676,True,ml
ai_ml_020.wav,AI,AI_DETECTED,0.9,True,ml
ai_mr_001.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_002.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_003.wav,AI,HUMAN,0.2493,False,mr
ai_mr_004.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_005.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_006.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_007.wav,AI,HUMAN,0.292,False,mr
ai_mr_008.wav,AI,AI_DETECTED,0.9085,True,mr
ai_mr_009.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_010.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_011.wav,AI,HUMAN,0.2493,False,mr
ai_mr_012.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_013.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_014.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_015.wav,AI,HUMAN,0.1213,False,mr
ai_mr_016.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_017.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_018.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_019.wav,AI,AI_SUSPECTED,0.5693,True,mr
ai_mr_020.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_021.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_022.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_023.wav,AI,HUMAN,0.228,False,mr
ai_mr_024.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_025.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_026.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_027.wav,AI,HUMAN,0.292,False,mr
ai_mr_028.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_029.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_030.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_031.wav,AI,HUMAN,0.2707,False,mr
ai_mr_032.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_033.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_034.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_035.wav,AI,HUMAN,0.1427,False,mr
ai_mr_036.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_037.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_038.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_039.wav,AI,AI_SUSPECTED,0.5693,True,mr
ai_mr_040.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_041.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_042.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_043.wav,AI,HUMAN,0.228,False,mr
ai_mr_044.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_045.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_046.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_047.wav,AI,HUMAN,0.2707,False,mr
ai_mr_048.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_049.wav,AI,AI_DETECTED,0.9,True,mr
ai_mr_050.wav,AI,AI_DETECTED,0.9,True,mr
ai_or_001.wav,AI,AI_DETECTED,0.9,True,or
ai_or_002.wav,AI,AI_DETECTED,0.9,True,or
ai_or_003.wav,AI,AI_DETECTED,0.9,True,or
ai_or_004.wav,AI,AI_DETECTED,0.965,True,or
ai_or_005.wav,AI,AI_DETECTED,0.9,True,or
ai_or_006.wav,AI,AI_DETECTED,0.965,True,or
ai_or_007.wav,AI,AI_DETECTED,0.9,True,or
ai_or_008.wav,AI,AI_DETECTED,0.965,True,or
ai_or_009.wav,AI,AI_DETECTED,0.9,True,or
ai_or_010.wav,AI,AI_DETECTED,0.9,True,or
ai_or_011.wav,AI,AI_DETECTED,0.9,True,or
ai_or_012.wav,AI,AI_DETECTED,0.965,True,or
ai_or_013.wav,AI,AI_DETECTED,0.9,True,or
ai_or_014.wav,AI,AI_DETECTED,0.965,True,or
ai_or_015.wav,AI,AI_DETECTED,0.9,True,or
ai_or_016.wav,AI,AI_DETECTED,0.9,True,or
ai_or_017.wav,AI,AI_DETECTED,0.9,True,or
ai_or_018.wav,AI,AI_DETECTED,0.965,True,or
ai_or_019.wav,AI,AI_DETECTED,0.9,True,or
ai_or_020.wav,AI,AI_DETECTED,0.965,True,or
ai_pa_001.wav,AI,AI_DETECTED,0.8253,True,pa
ai_pa_002.wav,AI,AI_DETECTED,0.9,True,pa
ai_pa_003.wav,AI,AI_DETECTED,0.8253,True,pa
ai_pa_004.wav,AI,AI_DETECTED,0.965,True,pa
ai_pa_005.wav,AI,AI_DETECTED,0.8253,True,pa
ai_pa_006.wav,AI,AI_DETECTED,0.9,True,pa
ai_pa_007.wav,AI,AI_DETECTED,0.8253,True,pa
ai_pa_008.wav,AI,AI_DETECTED,0.965,True,pa
ai_pa_009.wav,AI,AI_DETECTED,0.8253,True,pa
ai_pa_010.wav,AI,AI_DETECTED,0.965,True,pa
ai_pa_011.wav,AI,AI_DETECTED,0.8253,True,pa
ai_pa_012.wav,AI,AI_DETECTED,0.965,True,pa
ai_pa_013.wav,AI,AI_DETECTED,0.8253,True,pa
ai_pa_014.wav,AI,AI_DETECTED,0.965,True,pa
ai_pa_015.wav,AI,AI_DETECTED,0.8253,True,pa
ai_pa_016.wav,AI,AI_DETECTED,0.965,True,pa
ai_pa_017.wav,AI,AI_DETECTED,0.8253,True,pa
ai_pa_018.wav,AI,AI_DETECTED,0.965,True,pa
ai_pa_019.wav,AI,AI_DETECTED,0.8253,True,pa
ai_pa_020.wav,AI,AI_DETECTED,0.965,True,pa
ai_ta_001.wav,AI,HUMAN,0.164,False,ta
ai_ta_002.wav,AI,AI_DETECTED,0.9,True,ta
ai_ta_003.wav,AI,HUMAN,0.228,False,ta
ai_ta_004.wav,AI,AI_DETECTED,0.9,True,ta
ai_ta_005.wav,AI,HUMAN,0.1853,False,ta
ai_ta_006.wav,AI,AI_DETECTED,0.9161,True,ta
ai_ta_007.wav,AI,HUMAN,0.1853,False,ta
ai_ta_008.wav,AI,AI_DETECTED,0.9025,True,ta
ai_ta_009.wav,AI,HUMAN,0.228,False,ta
ai_ta_010.wav,AI,AI_DETECTED,0.9,True,ta
ai_ta_011.wav,AI,HUMAN,0.1853,False,ta
ai_ta_012.wav,AI,AI_DETECTED,0.9,True,ta
ai_ta_013.wav,AI,HUMAN,0.2493,False,ta
ai_ta_014.wav,AI,AI_DETECTED,0.9,True,ta
ai_ta_015.wav,AI,HUMAN,0.1427,False,ta
ai_ta_016.wav,AI,AI_DETECTED,0.9164,True,ta
ai_ta_017.wav,AI,HUMAN,0.1853,False,ta
ai_ta_018.wav,AI,AI_DETECTED,0.8809,True,ta
ai_ta_019.wav,AI,HUMAN,0.2067,False,ta
ai_ta_020.wav,AI,AI_DETECTED,0.9,True,ta
ai_te_001.wav,AI,AI_DETECTED,0.9,True,te
ai_te_002.wav,AI,AI_DETECTED,0.9,True,te
ai_te_003.wav,AI,AI_DETECTED,0.9,True,te
ai_te_004.wav,AI,AI_DETECTED,0.9,True,te
ai_te_005.wav,AI,AI_DETECTED,0.9,True,te
ai_te_006.wav,AI,AI_DETECTED,0.9,True,te
